date,open,high,low,close,volume
2007-11-02,0.9122,0.92492,0.9113,0.9232,25768
2007-11-05,0.9212,0.9226,0.9157,0.9206,17800
2007-11-06,0.9206,0.9293,0.9203,0.9287,15243
2007-11-07,0.9287,0.94003,0.927,0.92802,25634
2007-11-08,0.92802,0.93302,0.91881,0.9268,27122
2007-11-09,0.9268,0.9321,0.9102,0.9128,29940
2007-11-12,0.9055,0.9089,0.8758,0.8759,31784
2007-11-13,0.8759,0.8976,0.8753,0.8952,24689
2007-11-14,0.8952,0.9069,0.8946,0.8951,28953
2007-11-15,0.8951,0.9016,0.8852,0.8857,24038
2007-11-16,0.8857,0.8941,0.88152,0.8919,23424
2007-11-19,0.8961,0.8996,0.8828,0.884,17338
2007-11-20,0.884,0.8933,0.87583,0.8924,28923
2007-11-21,0.8924,0.89531,0.86525,0.8707,33943
2007-11-22,0.8707,0.87881,0.868,0.8713,15443
2007-11-23,0.8713,0.8778,0.8685,0.877,12523
2007-11-26,0.88055,0.8869,0.86665,0.87004,25080
2007-11-27,0.87004,0.8814,0.86849,0.87737,26800
2007-11-28,0.87737,0.89198,0.8719,0.8897,23154
2007-11-29,0.8897,0.8904,0.8775,0.8813,23181
2007-11-30,0.8813,0.8895,0.8806,0.8831,21074
2007-12-03,0.8829,0.8854,0.8786,0.8806,12867
2007-12-04,0.8806,0.8812,0.87102,0.8736,17677
2007-12-05,0.8736,0.8741,0.866,0.8699,18132
2007-12-06,0.8699,0.879,0.8691,0.8788,15099
2007-12-07,0.8788,0.8827,0.8741,0.8774,15466
2007-12-10,0.87405,0.8861,0.87267,0.8848,14421
2007-12-11,0.8848,0.8895,0.871,0.8733,17732
2007-12-12,0.8733,0.8902,0.87255,0.88282,19790
2007-12-13,0.88282,0.8863,0.8734,0.8759,19283
2007-12-14,0.8759,0.87934,0.86056,0.8614,20598
2007-12-17,0.86245,0.86505,0.85577,0.8572,23469
2007-12-18,0.8572,0.86435,0.8553,0.8602,20496
2007-12-19,0.8602,0.8636,0.8558,0.8589,16297
2007-12-20,0.8589,0.86033,0.8569,0.859,16418
2007-12-21,0.859,0.86973,0.8577,0.8669,15129
2007-12-24,0.86805,0.872,0.8673,0.8705,4049
2007-12-25,0.87192,0.87192,0.86941,0.87063,0
2007-12-26,0.8705,0.8708,0.8705,0.8706,23
2007-12-27,0.8706,0.8792,0.8706,0.8778,9060
2007-12-28,0.8778,0.8787,0.87201,0.87511,13085
2007-12-31,0.8768,0.8826,0.87508,0.87706,10419
2008-01-01,0.87428,0.87758,0.87428,0.87712,0
2008-01-02,0.87706,0.88542,0.87669,0.8834,13610
2008-01-03,0.8834,0.8847,0.87861,0.88015,18877
